날짜,매수 종목수,매도 종목수,남은 종목수,일일수익률,누적수익률,총자산,남은 현금
20181119,2,4,2,-0.41,802.21,90221386.00,65353606.00
20181120,4,1,5,0.23,804.29,90429033.00,28727758.00
20181121,2,3,4,-0.81,797.01,89700665.00,41083083.00
20181122,3,4,3,-0.65,791.15,89115030.00,52971745.00
20181123,4,2,5,-1.81,775.06,87506080.00,39237850.00
20181126,3,4,5,2.23,794.55,89454911.00,50805584.00
20181127,4,6,3,1.27,805.92,90592230.00,53568240.00
20181128,4,4,3,2.07,824.65,92464837.00,54204587.00
20181129,3,3,3,1.50,838.51,93851182.00,55038572.00
20181130,3,3,3,0.48,843.00,94300374.00,55015544.00
20181203,4,5,2,3.35,874.60,97459828.00,70186378.00
20181204,4,4,2,4.14,914.95,101495300.00,74399900.00
20181205,5,3,4,3.22,947.68,104768253.00,48572439.00
20181206,3,4,3,0.59,953.86,105385888.00,62685829.00
20181207,4,2,5,0.19,955.85,105585360.00,33418961.00
20181210,2,2,5,-1.45,940.53,104053155.00,33659385.00
20181211,2,4,4,0.09,941.49,104149299.00,49048634.00
20181212,2,3,3,2.36,966.04,106604110.00,64947420.00
20181213,2,3,3,0.73,973.84,107384311.00,74323586.00
20181214,4,2,5,-0.83,964.96,106496166.00,44674814.00
20181217,1,5,1,-0.67,957.83,105782902.00,91596652.00
20181218,6,2,5,-0.52,952.37,105237235.00,33428571.00
20181219,2,3,4,-0.08,951.54,105154150.00,48398000.00
20181220,3,2,5,2.36,976.36,107635830.00,34178390.00
20181221,2,5,2,-0.36,972.53,107253396.00,77128136.00
20181224,4,2,4,2.41,998.42,109841973.00,48977222.00
20181226,3,2,5,-1.84,978.22,107822285.00,35267334.00
20181227,2,5,3,1.01,989.12,108912153.00,65601332.00
20181228,4,3,5,0.20,991.30,109130291.00,43854036.00
20190102,0,4,1,0.32,994.80,109480360.00,95401360.00
20190103,5,1,5,-1.08,982.93,108292700.00,36036360.00
20190104,2,2,5,-0.58,976.60,107660267.00,34143567.00
20190107,2,5,3,0.85,985.73,108572629.00,69504979.00
20190108,4,2,5,0.18,987.63,108762653.00,40006293.00
20190109,2,4,3,0.59,994.00,109400345.00,64497530.00
20190110,4,4,3,1.77,1013.36,111335581.00,65055661.00
20190111,4,4,3,1.60,1031.22,113122427.00,66648617.00
20190114,2,4,1,1.89,1052.62,115262309.00,99485734.00
20190115,3,1,3,0.77,1061.52,116152288.00,67645168.00
20190116,3,4,2,2.00,1084.72,118472261.00,86097941.00
20190117,3,2,3,-0.25,1081.79,118179141.00,69506761.00
20190118,1,2,2,0.73,1090.46,119046181.00,86598181.00
20190121,5,2,5,0.86,1100.73,120073449.00,36765854.00
20190122,2,4,3,-0.82,1090.88,119088251.00,70506421.00
20190123,2,2,4,0.84,1100.83,120083367.00,54159552.00
20190124,2,5,1,1.53,1119.16,121916085.00,105084405.00
20190125,6,1,6,0.30,1122.79,122279059.00,20649949.00
20190128,1,5,2,0.46,1128.44,122844183.00,89359733.00
20190129,5,2,5,-0.02,1128.21,122821177.00,39256847.00
20190130,1,4,2,0.50,1134.33,123433131.00,90394641.00
20190131,5,3,4,1.14,1148.43,124843053.00,56600963.00
20190201,2,3,3,0.78,1158.15,125815128.00,80829013.00
20190207,1,3,1,0.47,1164.03,126402642.00,108544032.00
20190208,6,1,6,0.25,1167.16,126715763.00,21599073.00
20190211,1,6,1,1.26,1183.17,128316518.00,110351218.00
20190212,5,3,3,1.95,1208.18,130818250.00,77808730.00
20190213,4,3,5,0.20,1210.80,131079668.00,57301094.00
20190214,3,4,4,1.06,1224.68,132467962.00,60265070.00
20190215,3,3,5,-1.67,1202.57,130256820.00,55067995.00
20190218,1,3,4,-0.29,1198.81,129880923.00,74872701.00
20190219,4,5,4,1.75,1221.55,132154901.00,60788692.00
20190220,3,3,4,-0.68,1212.60,131260085.00,59734640.00
20190221,3,3,4,0.38,1217.60,131760480.00,59180535.00
20190222,3,5,2,0.78,1227.83,132782953.00,95165773.00
20190225,3,4,1,1.85,1252.38,135238283.00,116835528.00
20190226,5,1,5,-0.54,1245.05,134505289.00,41995069.00
20190227,2,2,5,0.40,1250.38,135038425.00,42500330.00
20190228,2,5,2,-1.21,1234.07,133406761.00,97622521.00
20190304,1,3,0,2.13,1262.43,136243266.00,136243266.00
20190305,7,0,7,1.94,1288.90,138889921.00,4399656.00
20190306,0,5,2,0.66,1298.02,139802336.00,103501076.00
20190307,4,3,3,0.53,1305.49,140549335.00,84175601.00
20190308,3,3,4,0.19,1308.18,140818409.00,67825463.00
20190311,2,3,3,0.65,1317.38,141737961.00,84576889.00
20190312,4,4,3,2.03,1346.17,144616717.00,84285122.00
20190313,4,4,3,0.39,1351.85,145185450.00,84901260.00
20190314,4,3,4,0.00,1351.83,145183264.00,64703914.00
20190315,3,3,5,-1.92,1324.00,142400228.00,48144995.00
20190318,1,4,2,1.06,1339.14,143913759.00,107578239.00
20190319,4,2,4,-1.64,1315.51,141550502.00,64327458.00
20190320,3,1,6,-0.37,1310.33,141032734.00,24781495.00
20190321,1,3,4,-2.07,1281.19,138118677.00,61963335.00
20190322,3,3,4,2.02,1309.07,140907352.00,63784127.00
20190325,3,3,5,-2.60,1272.37,137237378.00,50027758.00
20190326,2,3,5,1.57,1293.91,139390586.00,51083171.00
20190327,2,5,3,-0.76,1283.28,138327711.00,81285211.00
20190328,3,3,3,0.86,1295.16,139515683.00,84268813.00
20190329,3,2,4,1.02,1309.37,140937025.00,64183480.00
20190401,2,4,2,1.39,1329.02,142902379.00,102632549.00
20190402,4,1,5,0.58,1337.29,143728893.00,43357493.00
20190403,1,4,3,-0.77,1326.24,142624320.00,87043372.00
20190404,4,4,4,1.70,1350.56,145055521.00,65855117.00
20190405,3,5,2,1.01,1365.22,146521501.00,106652796.00
20190408,4,1,5,-0.28,1361.17,146116579.00,46706879.00
20190409,2,3,4,-0.13,1359.29,145929249.00,66756079.00
20190410,3,4,3,0.57,1367.62,146761710.00,86785870.00
20190411,4,4,3,1.35,1387.45,148744843.00,86959963.00
20190412,4,4,3,2.24,1420.70,152069944.00,90042644.00
20190415,3,3,3,0.32,1425.58,152558243.00,103634083.00
20190416,4,3,4,0.64,1435.32,153532230.00,68545780.00
20190417,3,3,4,-1.14,1417.89,151788954.00,68866024.00
20190418,3,5,2,1.50,1440.63,154063423.00,112229603.00
20190419,5,3,5,1.09,1457.45,155745324.00,51094692.00
20190422,2,5,2,0.33,1462.66,156266354.00,113495354.00
20190423,3,3,2,0.92,1477.10,157709681.00,117584396.00
20190424,5,3,4,-0.01,1476.95,157694835.00,73716098.00
20190425,3,2,5,-2.02,1445.12,154511519.00,50229564.00
20190426,2,3,4,0.08,1446.33,154632852.00,72005722.00
20190429,2,4,2,0.56,1454.93,155493404.00,113962394.00
20190430,4,1,5,0.38,1460.78,156077918.00,49736358.00
20190502,2,5,2,0.53,1469.09,156909455.00,117606735.00
20190503,5,1,6,-1.29,1448.86,154885616.00,27254166.00
20190507,1,3,4,0.02,1449.17,154916788.00,71336388.00
20190508,3,3,4,-0.34,1443.97,154397400.00,69939400.00
20190509,3,4,3,-0.20,1440.92,154092271.00,91988501.00
20190510,4,7,0,1.51,1464.17,156416932.00,156416932.00
20190513,7,2,5,-2.99,1417.45,151745077.00,51859377.00
20190514,2,5,2,2.18,1450.52,155051761.00,113094401.00
20190515,4,3,3,0.50,1458.33,155833035.00,92515275.00
20190516,3,3,3,-1.75,1431.00,153100269.00,92945749.00
20190517,4,3,4,1.93,1460.56,156056357.00,71273961.00
20190520,2,2,4,-0.32,1455.54,155553880.00,71832910.00
20190521,3,4,3,0.58,1464.56,156455966.00,91930596.00
20190522,4,3,4,2.88,1509.56,160955713.00,93574253.00
20190523,4,5,3,1.64,1535.93,163593488.00,96687148.00
20190524,4,2,5,-0.58,1526.37,162636728.00,52084538.00
20190527,2,4,3,0.74,1538.45,163845068.00,97846293.00
20190528,4,5,3,5.38,1626.57,172657072.00,124403432.00
20190529,5,4,4,-0.18,1623.53,172352902.00,78435077.00
20190530,3,3,4,-0.12,1621.50,172150213.00,78552153.00
20190531,2,4,2,-0.24,1617.34,171733578.00,124097583.00
20190603,3,3,2,0.21,1621.00,172099707.00,125113807.00
20190604,4,3,3,3.11,1674.47,177447057.00,105346957.00
20190605,4,3,4,0.08,1675.84,177583530.00,79403900.00
20190607,3,3,4,0.97,1693.07,179307371.00,80336111.00
20190610,2,4,2,1.33,1716.87,181686509.00,131019169.00
20190611,5,2,5,1.01,1735.22,183522350.00,57721868.00
20190612,2,4,3,0.78,1749.63,184962520.00,108686980.00
20190613,3,3,3,0.32,1755.56,185556470.00,107719469.00
20190614,4,3,4,-0.85,1739.84,183983728.00,83298996.00
20190617,3,3,4,-0.13,1737.47,183746754.00,84529596.00
20190618,3,4,3,0.64,1749.17,184916904.00,109070974.00
20190619,2,4,2,2.14,1788.74,188873750.00,161749985.00
20190620,5,4,3,2.45,1835.00,193500353.00,113713313.00
20190621,4,3,4,-1.22,1811.41,191140525.00,89232258.00
20190624,3,2,5,-0.62,1799.60,189960145.00,60749739.00
20190625,2,2,6,-1.74,1766.61,186661384.00,45110956.00
20190626,1,7,0,1.18,1788.58,188857589.00,188857589.00
20190627,7,2,5,-0.58,1777.57,187757161.00,62206858.00
20190628,2,3,4,0.58,1788.47,188846612.00,87961622.00
20190701,1,2,4,0.79,1803.31,190331274.00,99525099.00
20190702,2,4,2,0.79,1818.39,191839011.00,137669441.00
20190703,4,2,4,-1.08,1797.63,189763219.00,85413169.00
20190704,3,4,3,1.32,1822.69,192269082.00,114070987.00
20190705,4,3,5,-1.07,1802.20,190220409.00,71340729.00
20190708,1,3,3,0.30,1807.91,190791142.00,124586422.00
20190709,4,4,3,-1.02,1788.43,188843253.00,117000093.00
20190710,4,4,3,3.62,1856.76,195675837.00,115920171.00
20190711,3,3,3,0.75,1871.39,197139228.00,114733413.00
20190712,4,2,5,-0.44,1862.80,196280460.00,77773765.00
20190715,2,5,2,0.82,1878.92,197891626.00,143117221.00
20190716,5,4,3,1.27,1904.07,200406530.00,119287325.00
20190717,4,4,3,1.24,1928.93,202892854.00,120784144.00
20190718,4,2,6,-0.60,1916.69,201669145.00,54701135.00
20190719,0,4,2,0.83,1933.49,203349129.00,169211929.00
20190722,4,2,4,1.47,1963.46,206346077.00,91937357.00
20190723,3,4,4,-0.89,1945.16,204515670.00,94731010.00
20190724,3,1,6,-1.46,1915.33,201533062.00,40441137.00
20190725,1,3,4,-0.55,1904.22,200422294.00,94414599.00
20190726,2,2,4,-0.54,1893.42,199341647.00,91967937.00
20190729,3,3,4,-2.66,1840.39,194038919.00,88368819.00
20190730,2,3,4,-0.56,1829.51,192950618.00,103698408.00
20190731,3,4,3,-1.71,1796.51,189650868.00,110364613.00
20190801,4,4,3,-0.61,1784.91,188491137.00,113278427.00
20190802,3,4,2,3.23,1845.74,194574490.00,140483050.00
20190805,4,2,4,-1.37,1819.07,191906534.00,89112934.00
20190806,3,5,3,0.64,1831.36,193135783.00,113675353.00
20190807,4,3,4,-0.98,1812.40,191240241.00,86906301.00
20190808,3,1,6,-0.97,1793.89,189388547.00,33215142.00
20190809,1,6,1,0.53,1804.02,190401532.00,165447292.00
20190812,5,0,6,-0.62,1792.14,189214187.00,35531657.00
20190813,1,5,2,-2.27,1749.14,184913969.00,134914209.00
20190814,2,2,2,0.58,1759.81,185981010.00,135961660.00
20190816,5,2,5,0.80,1774.61,187461486.00,61569516.00
20190819,2,6,1,-1.35,1749.28,184927609.00,159784909.00
20190820,6,1,6,-1.22,1726.75,182675454.00,31385634.00
20190821,1,5,2,1.11,1746.99,184698525.00,136223000.00
20190822,5,2,6,0.78,1761.47,186147355.00,34298472.00
20190823,0,6,0,0.29,1766.89,186688781.00,186688781.00
20190826,7,3,4,1.44,1793.78,189378296.00,90205066.00
20190827,2,5,1,1.62,1824.53,192453466.00,167392216.00
20190828,6,2,6,3.01,1882.50,198249658.00,45177348.00
20190829,1,5,2,-1.19,1858.84,195883846.00,143737866.00
20190830,4,1,5,0.48,1868.30,196830300.00,61235481.00
20190902,2,5,2,0.59,1879.88,197988346.00,143075806.00
20190903,4,2,4,-0.28,1874.41,197440957.00,88580815.00
20190904,3,5,3,-1.44,1845.91,194590676.00,121586248.00
20190905,4,3,4,-0.46,1836.95,193694538.00,86644933.00
20190906,3,3,5,0.82,1852.81,195281245.00,62107450.00
20190909,2,3,4,-1.07,1831.94,193193945.00,89325825.00
20190910,3,2,6,-1.22,1808.44,190844281.00,54831325.00
20190911,2,6,2,2.67,1859.33,195933105.00,142647045.00
20190916,2,2,2,0.82,1875.35,197534716.00,142283816.00
20190917,3,2,3,0.80,1891.12,199111856.00,116432656.00
20190918,3,3,3,-1.05,1870.18,197017512.00,115825117.00
20190919,4,2,5,-1.07,1849.00,194900137.00,62242542.00
20190920,2,4,3,1.32,1874.81,197481420.00,117602700.00
20190923,3,3,3,0.74,1889.33,198933321.00,116033701.00
20190924,4,1,6,-0.82,1872.93,197293221.00,33216951.00
20190925,1,3,4,-2.95,1814.65,191465172.00,88586687.00
20190926,3,4,4,0.16,1817.80,191779636.00,90769801.00
20190927,2,1,5,-1.31,1792.61,189260700.00,65224792.00
20190930,2,2,5,0.54,1802.77,190276543.00,70018688.00
20191001,1,4,3,0.03,1803.30,190329829.00,124856345.00
20191002,4,2,6,0.47,1812.16,191215955.00,43160677.00
20191004,1,4,3,1.23,1835.71,193570860.00,124806220.00
20191007,3,1,5,-1.77,1801.53,190153468.00,73751163.00
20191008,2,3,4,-0.35,1794.85,189484809.00,90747629.00
20191010,2,3,3,0.53,1804.84,190484218.00,112097332.00
20191011,4,2,5,-3.02,1747.37,184737099.00,59656133.00
20191014,2,4,3,0.68,1760.01,186000924.00,113475934.00
20191015,3,2,4,-0.64,1748.05,184805222.00,86073667.00
20191016,3,2,5,-0.21,1744.10,184409504.00,58128294.00
20191017,2,4,3,0.83,1759.34,185934187.00,110015907.00
20191018,2,2,3,-0.19,1755.89,185588868.00,111014688.00
20191021,4,4,3,1.87,1790.53,189053123.00,110436663.00
20191022,3,2,5,-0.46,1781.82,188181659.00,75626754.00
20191023,2,5,2,1.33,1806.87,190686983.00,136778223.00
20191024,3,2,3,0.34,1813.44,191343885.00,111725885.00
20191025,4,4,3,2.50,1861.28,196127607.00,116180357.00
20191028,3,3,3,1.29,1886.49,198649322.00,139691762.00
20191029,3,1,5,0.25,1891.48,199148012.00,84747022.00
20191030,3,5,3,0.24,1896.24,199623624.00,119550714.00
20191031,4,2,5,1.01,1916.49,201648672.00,65942152.00
20191101,2,4,3,1.31,1942.82,204282145.00,122260765.00
20191104,3,4,2,1.84,1980.37,208037200.00,150663440.00
20191105,5,1,6,-1.08,1957.90,205790426.00,36472786.00
20191106,0,5,1,-0.17,1954.40,205440430.00,177458630.00
20191107,6,1,6,-0.03,1953.87,205387253.00,34587658.00
20191108,1,5,2,0.05,1954.86,205485513.00,149258473.00
20191111,3,2,3,0.17,1958.39,205839461.00,121314786.00
20191112,4,2,5,-1.61,1925.22,202521736.00,64841335.00
20191113,1,4,2,0.23,1929.92,202991896.00,149411756.00
20191114,3,1,4,-0.40,1921.86,202185534.00,92152579.00
20191115,2,4,2,2.19,1966.23,206622803.00,150204753.00
20191118,5,2,5,-0.24,1961.33,206133438.00,67254316.00
20191119,1,4,2,0.16,1964.57,206456947.00,153923176.00
20191120,4,2,5,0.17,1968.08,206808409.00,70314434.00
20191121,1,4,2,0.11,1970.38,207037622.00,154412712.00
20191122,5,1,6,-2.31,1922.52,202252440.00,41889035.00
20191125,1,6,3,1.41,1950.97,205096734.00,150119682.00
20191126,5,4,4,1.41,1979.90,207990221.00,118537601.00
20191127,4,5,3,1.54,2012.01,211201464.00,124246554.00
20191128,2,3,3,-1.59,1978.49,207849052.00,154205302.00
20191129,4,3,4,-1.22,1953.04,205304210.00,94166710.00
20191202,2,2,4,0.66,1966.63,206662855.00,93406430.00
20191203,3,4,5,1.24,1992.22,209221569.00,92014704.00
20191204,3,7,2,1.01,2013.41,211340741.00,156779525.00
20191205,5,1,6,-0.90,1994.47,209446581.00,35204425.00
20191206,1,6,1,0.15,1997.51,209750745.00,183402853.00
20191209,4,2,3,1.52,2029.36,212936480.00,125338235.00
20191210,4,3,4,-1.42,1999.19,209918905.00,95049240.00
20191211,3,3,4,-0.37,1991.43,209142569.00,97336314.00
20191212,3,4,4,1.05,2013.33,211333356.00,99228076.00
20191213,2,4,2,0.28,2019.27,211927443.00,152641883.00
20191216,2,2,2,-0.18,2015.48,211548217.00,152883917.00
20191217,5,1,6,0.61,2028.29,212828906.00,36826186.00
20191218,1,4,3,0.12,2030.93,213093267.00,126056292.00
20191219,4,2,5,-0.66,2016.83,211682715.00,65545440.00
20191220,2,4,3,2.52,2070.14,217013771.00,129472391.00
20191223,4,3,5,-1.28,2042.33,214233403.00,68622938.00
20191224,1,4,2,-0.34,2035.12,213512312.00,156494857.00
20191226,3,1,4,-0.71,2019.98,211998258.00,96514946.00
20191227,3,5,2,0.72,2035.22,213521933.00,156364446.00
20191230,3,2,3,1.39,2064.83,216482778.00,128771924.00
20200102,0,3,0,0.25,2070.24,217024424.00,217024424.00
20200103,6,0,6,-0.53,2058.81,215880649.00,36567609.00
20200106,1,3,4,-1.98,2016.02,211601900.00,96770760.00
20200107,2,2,4,-0.39,2007.78,210778166.00,95499871.00
20200108,2,2,4,-2.87,1947.30,204729986.00,93606016.00
20200109,3,4,3,2.39,1996.16,209615953.00,128639438.00
20200110,3,3,3,1.06,2018.31,211831485.00,122593680.00
20200113,3,3,3,-0.05,2017.16,211715546.00,124087081.00
20200114,2,3,2,0.70,2031.89,213188749.00,154042289.00
20200115,4,0,6,0.72,2047.27,214726949.00,60146564.00
20200116,2,5,4,-0.69,2032.52,213252230.00,102681420.00
20200117,3,4,3,1.37,2061.65,216164714.00,125929254.00
20200120,2,2,3,-1.03,2039.43,213943050.00,126375080.00
20200121,3,3,3,1.11,2063.26,216326337.00,127921352.00
20200122,4,3,4,3.49,2138.83,223882541.00,107020481.00
20200123,2,5,1,1.60,2174.55,227454792.00,200282732.00
20200128,1,0,2,-0.98,2152.25,225224772.00,170152282.00
20200129,5,2,5,-0.44,2142.24,224224033.00,74036968.00
