날짜,매수 종목수,매도 종목수,남은 종목수,일일수익률,누적수익률,총자산,남은 현금
20180104,3,1,4,-0.77,299.60,39960031.00,17984131.00
20180105,3,5,2,1.76,306.64,40663992.00,29435482.00
20180108,2,2,2,1.33,312.04,41204230.00,29648560.00
20180109,4,2,4,-0.65,309.36,40936249.00,18728899.00
20180110,2,2,4,-1.86,301.74,40173514.00,18576704.00
20180111,3,4,3,0.10,302.13,40212557.00,24819247.00
20180112,4,5,3,2.11,310.61,41060800.00,26873392.00
20180115,4,2,5,1.51,316.80,41680387.00,13785210.00
20180116,1,4,2,-0.49,314.75,41475328.00,30626013.00
20180117,3,4,1,2.14,323.62,42362353.00,36595017.00
20180118,5,2,4,1.13,328.41,42841496.00,19494736.00
20180119,3,5,2,1.44,334.57,43456979.00,32002319.00
20180122,4,2,4,2.52,345.52,44552208.00,19829768.00
20180123,2,5,1,1.76,353.35,45334620.00,38993340.00
20180124,5,1,5,0.26,354.52,45451857.00,14172342.00
20180125,1,6,0,1.39,360.86,46085623.00,46085623.00
20180126,3,1,2,1.89,369.57,46957396.00,33795151.00
20180129,4,2,4,0.85,373.57,47357310.00,20931912.00
20180130,2,4,2,0.39,375.43,47543269.00,34503139.00
20180131,5,3,4,2.26,386.19,48619407.00,21845434.00
20180201,3,4,3,0.56,388.90,48890455.00,28554090.00
20180202,3,1,5,-1.61,381.01,48101211.00,15289996.00
20180205,2,2,5,-3.12,366.01,46601315.00,15960944.00
20180206,2,5,3,-3.03,351.87,45187186.00,31584924.00
20180207,3,3,3,1.21,357.32,45731854.00,26570274.00
20180208,3,5,1,2.15,367.16,46715854.00,40847654.00
20180209,6,2,5,2.48,378.75,47874921.00,16599471.00
20180212,0,5,0,0.12,379.34,47934263.00,47934263.00
20180213,6,2,4,-1.48,372.25,47224539.00,22381569.00
20180214,3,0,7,-0.29,370.88,47087975.00,2842388.00
20180219,0,7,0,1.04,375.76,47575663.00,47575663.00
20180220,7,1,7,1.51,382.92,48291862.00,3474128.00
20180221,0,7,1,0.58,385.70,48569984.00,43004844.00
20180222,6,1,6,0.74,389.29,48929219.00,8249204.00
20180223,1,5,2,0.03,389.46,48945685.00,35496515.00
20180226,4,2,4,-0.68,386.15,48614783.00,21894533.00
20180227,2,4,2,1.74,394.62,49461718.00,36078808.00
20180228,5,2,5,0.45,396.82,49681874.00,15467084.00
20180302,2,5,2,-0.39,394.90,49489624.00,36597384.00
20180305,3,1,4,-1.13,389.32,48932310.00,22760210.00
20180306,3,5,2,2.43,401.22,50121540.00,36908040.00
20180307,4,1,5,-0.98,396.33,49632598.00,16013888.00
20180308,2,5,2,1.62,404.37,50437089.00,37625024.00
20180309,5,3,4,3.55,422.29,52229194.00,23979866.00
20180312,2,3,3,1.09,427.97,52796837.00,31065135.00
20180313,3,2,5,-0.68,424.39,52438932.00,16646659.00
20180314,2,5,2,-0.25,423.10,52310365.00,37683525.00
20180315,5,2,5,-0.18,422.15,52214804.00,16026836.00
20180316,2,4,3,1.32,429.03,52902993.00,31211438.00
20180319,1,3,1,0.00,429.01,52900972.00,45417392.00
20180320,5,2,4,0.88,433.65,53364534.00,24051118.00
20180321,3,3,4,-0.31,431.97,53196910.00,23869548.00
20180322,3,3,4,-1.38,424.62,52462312.00,24264563.00
20180323,3,1,6,-2.95,409.15,50914994.00,9380593.00
20180326,0,5,1,0.92,413.82,51382254.00,44639004.00
20180327,5,1,5,0.24,415.07,51506906.00,16045341.00
20180328,2,4,3,0.89,419.65,51965180.00,30641402.00
20180329,3,3,3,-0.04,419.46,51946464.00,31059446.00
20180330,3,3,3,2.18,430.77,53077449.00,32004968.00
20180402,1,3,1,0.05,431.02,53102234.00,45688994.00
20180403,6,3,4,3.73,450.83,55083398.00,24990913.00
20180404,1,4,1,-0.25,449.47,54946655.00,47367680.00
20180405,6,1,6,-1.03,443.82,54381666.00,9460565.00
20180406,1,5,2,-0.21,442.66,54265845.00,40063215.00
20180409,3,2,3,1.29,449.66,54965819.00,32750869.00
20180410,4,5,2,2.73,464.68,56467929.00,40745429.00
20180411,4,2,4,1.52,473.24,57324439.00,25130039.00
20180412,2,4,2,0.88,478.30,57829663.00,42199473.00
20180413,2,1,3,0.06,478.63,57862671.00,34690936.00
20180416,4,3,4,1.91,489.69,58968541.00,26490551.00
20180417,3,3,4,-0.42,487.22,58722156.00,26635041.00
20180418,3,2,5,-2.31,473.67,57367244.00,18393144.00
20180419,2,4,4,-2.76,457.82,55782252.00,26768617.00
20180420,3,3,4,1.73,467.45,56744656.00,26038516.00
20180423,2,4,2,2.85,483.65,58364622.00,42906372.00
20180424,5,0,7,0.26,485.16,58516212.00,2558787.00
20180425,0,6,1,-1.22,478.01,57801169.00,50703589.00
20180426,5,2,4,1.88,488.85,58885240.00,26923776.00
20180427,2,4,3,0.32,490.72,59071725.00,35326774.00
20180430,3,5,1,2.53,505.64,60563720.00,52385360.00
20180502,5,1,5,-0.61,501.96,60196384.00,18619859.00
20180503,1,2,4,-4.63,474.11,57410524.00,25818762.00
20180504,2,5,1,3.27,492.90,59290239.00,50859795.00
20180508,5,1,5,-1.33,485.00,58499812.00,18766927.00
20180509,2,4,3,1.57,494.19,59418598.00,35349188.00
20180510,3,3,3,1.96,505.83,60583235.00,36198455.00
20180511,4,3,4,0.77,510.53,61052708.00,27128578.00
20180514,1,4,1,0.94,516.26,61625522.00,52670477.00
20180515,6,3,4,2.23,529.98,62998023.00,28751603.00
20180516,3,2,5,-3.47,508.15,60814930.00,21913940.00
20180517,2,5,2,0.68,512.28,61228002.00,44666012.00
20180518,4,4,2,2.71,528.90,62889885.00,45900930.00
20180521,2,2,2,-0.04,528.65,62864690.00,45578960.00
20180523,5,3,4,1.14,535.79,63579335.00,29272360.00
20180524,3,5,2,0.96,541.92,64192248.00,48136083.00
20180525,4,2,4,0.93,547.87,64787034.00,29864943.00
20180528,3,4,3,0.26,549.58,64957650.00,37861210.00
20180529,4,3,4,-1.51,539.77,63977052.00,29699192.00
20180530,2,1,5,0.32,541.80,64179702.00,20764777.00
20180531,2,5,2,-0.23,540.32,64032258.00,46790628.00
20180601,5,2,6,-3.28,519.33,61933284.00,12591757.00
20180604,0,5,1,2.02,531.87,63186542.00,54618402.00
20180605,6,1,6,-0.99,525.59,62558827.00,10838701.00
20180607,1,5,2,2.80,543.13,64312578.00,47179178.00
20180608,5,3,4,-0.19,541.91,64191251.00,30123861.00
20180611,2,4,2,1.32,550.40,65040334.00,48243454.00
20180612,5,2,5,-1.46,540.88,64088453.00,20124103.00
20180614,2,5,2,0.58,544.60,64459732.00,47498612.00
20180615,5,3,5,4.29,572.26,67226287.00,29833662.00
20180618,3,5,3,-0.03,572.04,67203754.00,39149734.00
20180619,4,4,3,-0.97,565.51,66550757.00,40273122.00
20180620,4,6,2,6.80,610.76,71076103.00,59332270.00
20180621,4,3,3,0.10,611.50,71149532.00,42176132.00
20180622,4,3,4,-1.54,600.54,70053749.00,32159389.00
20180625,3,4,3,2.40,617.37,71737224.00,42726874.00
20180626,3,2,4,-2.93,596.37,69637365.00,32767785.00
20180627,2,3,3,-0.64,591.91,69190917.00,42130277.00
20180628,4,3,4,-0.90,585.66,68566480.00,30660460.00
20180629,3,5,2,-0.20,584.32,68431728.00,50067403.00
20180702,4,4,4,0.82,589.93,68992539.00,42505309.00
20180703,2,2,4,-1.99,576.20,67620162.00,37462187.00
20180704,2,5,1,2.47,592.87,69287143.00,59616727.00
20180705,5,1,5,-1.02,585.82,68581785.00,21523930.00
20180706,1,5,1,1.00,592.68,69267821.00,60409821.00
20180709,5,1,5,1.32,601.81,70180996.00,22879011.00
20180710,1,5,1,1.15,609.91,70991424.00,62632224.00
20180711,6,0,7,-0.17,608.71,70871174.00,3843044.00
20180712,0,6,2,-0.02,608.57,70857214.00,56059074.00
20180713,5,3,4,-0.03,608.33,70833350.00,32389670.00
20180716,3,3,5,-0.24,606.64,70663518.00,25034358.00
20180717,2,2,5,-1.37,596.98,69698186.00,21874736.00
20180718,2,5,2,0.68,601.72,70172342.00,51042407.00
20180719,5,3,4,0.47,605.01,70500512.00,32536132.00
20180720,3,1,6,-0.78,599.48,69947896.00,13104758.00
20180723,1,5,2,0.23,601.08,70107766.00,51833803.00
20180724,4,1,5,-0.55,597.22,69722139.00,22514724.00
20180725,2,5,3,0.74,602.36,70236435.00,44450185.00
20180726,4,3,4,0.04,602.67,70266791.00,31239341.00
20180727,3,3,4,-0.48,599.30,69929843.00,31527203.00
20180730,3,3,4,0.25,601.07,70107434.00,32057104.00
20180731,3,4,3,0.62,605.39,70538658.00,40894033.00
20180801,3,3,3,0.35,607.83,70783239.00,40914939.00
20180802,4,2,5,-1.41,597.86,69786240.00,21700720.00
20180803,1,5,1,0.90,604.15,70415364.00,60458664.00
20180806,5,2,4,1.26,613.03,71302856.00,42101146.00
20180807,4,3,5,0.25,614.80,71479602.00,22303657.00
20180808,2,4,3,0.10,615.51,71550865.00,42676285.00
20180809,4,3,4,1.85,628.74,72873681.00,33552321.00
20180810,3,3,5,0.39,631.59,73158558.00,31925608.00
20180813,3,5,3,0.33,633.98,73397830.00,52072760.00
20180814,5,2,6,-0.85,627.77,72776918.00,12926573.00
20180816,1,4,3,-0.15,626.71,72671130.00,42471230.00
20180817,3,3,3,1.12,634.83,73483204.00,42813164.00
20180820,4,2,5,-0.76,629.27,72926605.00,22964305.00
20180821,1,4,2,0.40,632.21,73220722.00,53477272.00
20180822,5,2,5,0.88,638.64,73864491.00,22461771.00
20180823,2,5,2,0.30,640.85,74084841.00,53553606.00
20180824,3,2,3,0.63,645.50,74549545.00,43695375.00
20180827,3,5,2,2.36,663.08,76307739.00,64258839.00
20180828,6,3,5,1.61,675.39,77539098.00,24328648.00
20180829,2,5,2,0.39,678.43,77843064.00,55950174.00
20180830,5,2,5,0.61,683.21,78321484.00,23883694.00
20180831,0,3,3,-0.46,679.64,77964077.00,48217857.00
20180903,4,3,4,0.63,684.52,78451657.00,34694537.00
20180904,3,4,3,0.70,690.04,79003732.00,45713472.00
20180905,3,3,4,-0.13,689.01,78901146.00,45643916.00
20180906,3,3,4,-0.54,684.74,78474161.00,35695691.00
20180907,3,3,4,-1.36,674.09,77409344.00,35215104.00
20180910,2,4,2,0.54,678.29,77829268.00,56537463.00
20180911,4,2,4,0.40,681.40,78139925.00,34797975.00
20180912,3,4,3,-0.43,678.07,77806959.00,45852669.00
20180913,4,3,4,0.92,685.24,78524265.00,35175405.00
20180914,2,5,1,1.10,693.87,79387204.00,68576572.00
20180917,5,2,4,1.68,707.22,80721523.00,36436478.00
20180918,3,3,4,-0.64,702.06,80206332.00,36654552.00
20180919,2,3,3,-1.91,686.70,78670476.00,47085086.00
20180920,4,3,4,0.56,691.08,79107742.00,37131072.00
20180921,3,3,4,0.94,698.49,79848839.00,36908639.00
20180927,0,4,0,0.37,701.46,80146475.00,80146475.00
20180928,7,0,7,1.15,710.67,81067385.00,9081010.00
20181001,0,6,1,-0.67,705.25,80525028.00,69780228.00
20181002,6,2,5,0.23,707.09,80709091.00,27155991.00
20181004,2,1,6,-2.48,687.04,78703785.00,16016455.00
20181005,1,3,4,-0.80,680.74,78073904.00,37212924.00
20181008,2,4,2,-0.52,676.68,77667887.00,56847137.00
20181010,4,2,4,1.23,686.27,78626792.00,36490192.00
20181011,3,2,5,-2.34,667.89,76788797.00,24022817.00
20181012,2,5,2,1.57,679.98,77998077.00,56599977.00
20181015,4,3,3,0.98,687.64,78764391.00,54150858.00
20181016,4,4,3,1.34,698.17,79816857.00,47393627.00
20181017,3,2,4,0.80,704.52,80452084.00,41962839.00
20181018,3,4,3,0.41,707.81,80780549.00,47904859.00
20181019,4,5,2,3.17,733.41,83340869.00,60660585.00
20181022,5,2,5,-1.26,722.91,82291340.00,27056775.00
20181023,2,5,2,2.04,739.71,83970534.00,60793814.00
20181024,3,2,3,-0.11,738.74,83874255.00,49154375.00
20181025,3,2,4,-0.45,734.97,83496779.00,37626099.00
20181026,3,3,4,0.87,742.26,84226109.00,37663899.00
20181029,1,4,1,-4.12,707.58,80757950.00,70168350.00
20181030,2,0,3,-0.01,707.51,80751015.00,48260630.00
20181031,3,4,2,1.99,723.60,82360023.00,59736843.00
20181101,5,2,5,2.09,740.78,84077794.00,25527189.00
20181102,0,5,0,0.63,746.08,84608165.00,84608165.00
20181105,6,0,6,2.27,765.31,86530575.00,14389535.00
20181106,1,5,2,-0.26,763.05,86304739.00,62830519.00
20181107,3,2,3,-1.04,754.07,85407026.00,50643746.00
20181108,3,3,3,1.23,764.58,86457627.00,50922727.00
20181109,2,4,1,0.32,767.34,86734142.00,75428057.00
20181112,4,1,4,1.33,778.87,87886802.00,40488080.00
20181113,3,4,3,1.26,789.95,88995308.00,52664834.00
20181114,4,3,4,-0.61,784.52,88452022.00,40312964.00
20181115,2,4,2,1.12,794.40,89439782.00,64893582.00
20181116,4,2,4,1.29,805.93,90593070.00,39877899.00
